(143270):14g8:[#]{04120609}      | Zooming in ... 
(663333):d4g0:[&]{04400630}      | You sit down, spit in the water and start to angle, dreaming of a huge catch.
(3C5A98):d4g1:[:]{04400630}      | You are feeling rather warm.
(000000):d4g3:[Y]{04400630}      | You didn't manage to catch any fish.
(663333):d4g3:[&]{04400630}      | You sit down, spit in the water and start to angle, dreaming of a huge catch.
(3C5A98):d4g4:[:]{04400630}      | You feel comfortably warm.
(3C5A98):d4g5:[:]{04400630}      | You are feeling rather warm.
(3C5A98):d4g6:[:]{04400630}      | It starts to rain.
(3C5A98):d4g6:[:]{04400630}      | You are feeling rather warm.
(000000):d4g6:[Y]{04400630}      | You didn't manage to catch any fish.
(663333):d4g6:[&]{04400630}      | You are a bit thirsty.
(147870):d4g6:[?]{04400630}      | Drink from the natural source?
(3C5A98):d4g6:[:]{04400630}      | You drink some water.
(008000):d4g6:[=]{04400630}      | Your thirst is extinguished.
(3C5A98):d4g6:[:]{04400631}      | You get out of the water.
(3C5A98):d4g6:[:]{04400631}      | You lay down and fall asleep.
(143270):d4g6:[#]{04400631}      | Zzzz... [HOLD ON]
(000000):d4gf:[B]{04400631}      | Brr! You wake up shivering from the coldness.
(663333):d4gf:[&]{04400631}      | You get back on your feet.
(3C5A98):d4gf:[:]{04400631}      | The water here is shallow enough to wade.
(147870):d4gf:[?]{04400631}      | Step into water?
(663333):d4gf:[&]{04400630}      | You sit down, spit in the water and start to angle, dreaming of a huge catch.
(3C5A98):d4gg:[:]{04400630}      | The rain ends.
(3C5A98):d4gg:[:]{04400630}      | You feel cold.
(A80000):d4gh:[!]{04400630}      | Your hand feels cold.
(3C5A98):d4gi:[:]{04400630}      | You feel bitterly cold.
(A80000):d4gi:[!]{04400630}      | Your hand feels cold.
(000000):d4gi:[Y]{04400630}      | You didn't manage to catch any fish.
(663333):d4gi:[&]{04400630}      | You are hungry.
(663333):d4gi:[&]{04400630}      | You sit down, spit in the water and start to angle, dreaming of a huge catch.
(3C5A98):d4gj:[:]{04400630}      | You feel bitterly cold.
(A80000):d4gj:[!]{04400630}      | Your hand feels cold.
(000000):d4gj:[Y]{04400630}      | You hear capercaillie cooing in the south.
(3C5A98):d4gk:[:]{04400630}      | You feel comfortably warm.
(008000):d4gk:[=@]{04400630}     | You caught a pike!
(575757):d4gk:[_]{04400630}      | The catch now awaits at your feet to be picked up.
(3C5A98):d4gk:[:]{04400630}      | You pick up the pike.
(663333):d4gk:[&]{04400630}      | You sit down, spit in the water and start to angle, dreaming of a huge catch.
(3C5A98):d4gl:[:]{04400630}      | You are feeling rather warm.
(000000):d4gl:[Y]{04400630}      | You hear capercaillie cooing in the east.
(3C5A98):d4gm:[:]{04400630}      | You are feeling rather warm.
(008000):d4gm:[=@]{04400630}     | You caught a pike and 2 perches!
(575757):d4gm:[_]{04400630}      | The catch now awaits at your feet to be picked up.
(3C5A98):d4gm:[:]{04400630}      | You pick up the pike.
(3C5A98):d4gm:[:]{04400630}      | You pick up the 2 perches.
(663333):d4gm:[&]{04400630}      | You sit down, spit in the water and start to angle, dreaming of a huge catch.
(3C5A98):d4gn:[:]{04400630}      | You are feeling rather warm.
(000000):e4g0:[Y]{04400630}      | You didn't manage to catch any fish.
(147870):e4g0:[?]{04400630}      | Drink from the natural source?
(3C5A98):e4g0:[:]{04400630}      | You gulp that water.
(008000):e4g0:[=]{04400630}      | Your thirst is extinguished.
(663333):e4g0:[&]{04400630}      | You sit down, spit in the water and start to angle, dreaming of a huge catch.
(3C5A98):e4g1:[:]{04400630}      | You are feeling rather warm.
(000000):e4g3:[Y]{04400630}      | You didn't manage to catch any fish.
(CC3333):e4g3:[&]{04400630}      | You are very hungry!
(3C5A98):e4g3:[:]{04400631}      | You get out of the water.
(000000):e4g3:[Y]{04400631}      | You hear a creature barking in hunger in the west.
(143270):e4g3:[#]{04400631}      | Using: SURVIVAL
(143270):e4g3:[#]{04400631}      | SURVIVAL OPTION: Cut branches/twigs from a tree
(147870):e4g3:[?]{04400631}      | (1) You need cutting weapon or by hand.
(AB5700):e4g3:[+]{04400631}      | The fine hunting knife in your inventory will be used.
(000000):e4g3:[O]{04400631}      | Ok, you have all the necessary equipment!
(000000):e4g3:[Y]{04400631}      | You hear a creature barking in hunger in the west.
(000000):e4g3:[Y]{04400631}      | You hear a creature barking in hunger in the south-west.
(000000):e4g3:[Y]{04400631}      | You finished cutting the branches. They are lying beside you on the ground.
(147870):e4g3:[?]{04400631}      | (1) You need cutting weapon or by hand.
(AB5700):e4g3:[+]{04400631}      | The fine hunting knife in your inventory will be used.
(000000):e4g3:[O]{04400631}      | Ok, you have all the necessary equipment!
(000000):e4g3:[T]{04400631}      | The dog barks in hunger.
(000000):e4g3:[Y]{04400631}      | You hear a creature barking in hunger in the south-west.
(000000):e4g3:[Y]{04400631}      | You finished cutting the branches. They are lying beside you on the ground.
(147870):e4g3:[?]{04400631}      | (1) You need cutting weapon or by hand.
(AB5700):e4g3:[+]{04400631}      | The fine hunting knife in your inventory will be used.
(000000):e4g3:[O]{04400631}      | Ok, you have all the necessary equipment!
(000000):e4g3:[Y]{04400631}      | You hear a creature barking in hunger in the south-west.
(000000):e4g3:[T]{04400631}      | The dog barks in hunger.
(000000):e4g3:[Y]{04400631}      | You finished cutting the branches. They are lying beside you on the ground.
(000000):e4g3:[Y]{04400631}      | You hear a creature barking in hunger in the west.
(3C5A98):e4g3:[:]{04400631}      | You drop the 2 perches.
(CC3333):e4g3:[&]{04400631}      | You are very hungry!
(143270):e4g3:[#]{04400631}      | Using: SURVIVAL
(143270):e4g3:[#]{04400631}      | SURVIVAL OPTION: Build a fire
(000000):e4g3:[T]{04400631}      | The dog eats perch.
(000000):e4g3:[T]{04400631}      | The dog barks in hunger.
(000000):e4g3:[Y]{04400631}      | You did not succeed in making a fire.
(3C5A98):e4g4:[:]{04400631}      | You are feeling rather warm.
(000000):e4g4:[Y]{04400631}      | You managed to make a fire.
(143270):e4g4:[#]{04400631}      | Using: COOKERY
(143270):e4g4:[#]{04400631}      | COOKERY OPTIONS: Roast
(147870):e4g4:[?]{04400631}      | (1) You need raw meat or fish.
(AB5700):e4g4:[+]{04400631}      | The 2 pikes in your inventory will be used.
(147870):e4g4:[?]{04400631}      | (2) You need fire.
(000000):e4g4:[O]{04400631}      | Ok, you have all the necessary equipment!
(000000):e4g4:[T]{04400631}      | The dog barks in hunger.
(008000):e4g4:[=]{04400631}      | Ok, you leave 2 roasted pikes to cook and prepare.
(575757):e4g4:[_]{04400631}      | This process should be complete in a few hours.
(000000):e4g4:[T]{04400631}      | The dog barks in hunger.
(CC3333):e4g4:[&]{04400631}      | You are very hungry!
(000000):e4g4:[T]{04400631}      | The dog barks in hunger.
(000000):e4g4:[Y]{04400631}      | You hear a creature barking in hunger in the west.
(CC3333):e4g4:[&]{04400631}      | You are very hungry!
(000000):e4g4:[Y]{04400631}      | You hear a creature barking in hunger in the west.
(000000):e4g4:[T]{04400631}      | The fire is about to burn out soon.
(000000):e4g4:[T]{04400631}      | The dog barks in hunger.
(000000):e4g4:[T]{04400631}      | The fire is about to burn out soon.
(000000):e4g4:[T]{04400631}      | The dog barks in hunger.
(000000):e4g4:[T]{04400631}      | The fire is about to burn out soon.
(575757):e4g4:[_]{04400631}      | The roasted pike will be ready in an hour. You may not pick it up yet.
(000000):e4g4:[T]{04400631}      | The fire is about to burn out soon.
(CC3333):e4g4:[&]{04400631}      | You are very hungry!
(000000):e4g4:[T]{04400631}      | The fire is about to burn out soon.
(000000):e4g4:[Y]{04400631}      | You hear a creature barking in hunger in the south-west.
(000000):e4g4:[T]{04400631}      | The fire is about to burn out soon.
(000000):e4g4:[T]{04400631}      | The dog barks in hunger.
(575757):e4g4:[_]{04400631}      | The roasted pike will be ready in an hour. You may not pick it up yet.
(000000):e4g4:[T]{04400631}      | The dog barks in hunger.
(CC3333):e4g4:[&]{04400631}      | You are very hungry!
(000000):e4g4:[T]{04400631}      | The dog barks in hunger.
(3C5A98):e4g5:[:]{04400631}      | You feel warm.
(CC3333):e4g5:[&]{04400631}      | You are very hungry!
(000000):e4g5:[Y]{04400631}      | You hear a creature barking in hunger in the west.
(575757):e4g5:[_]{04400631}      | The roasted pike will be ready in an hour. You may not pick it up yet.
(000000):e4g5:[Y]{04400631}      | You hear a creature barking in hunger in the south-west.
(000000):e4g5:[T]{04400631}      | The dog barks in hunger.
(CC3333):e4g5:[&]{04400631}      | You are hungry as a bear!
(000000):e4g5:[T]{04400631}      | The dog barks in hunger.
(000000):e4g5:[Y]{04400631}      | You hear a creature barking in hunger in the south-west.
(CC3333):e4g5:[&]{04400631}      | You are hungry as a bear!
(000000):e4g5:[T]{04400631}      | The dog barks in hunger.
(575757):e4g5:[_]{04400631}      | The roasted pike will be ready shortly. You may not pick it up yet.
(000000):e4g5:[T]{04400631}      | The dog barks in hunger.
(000000):e4g5:[Y]{04400631}      | You hear a creature barking in hunger in the west.
(3C5A98):e4g5:[:]{04400631}      | It smells like the roasted pike is ready.
(3C5A98):e4g5:[:]{04400631}      | You pick up the roasted pike.
(143270):e4g5:[#]{04400631}      | You see 9 spruce twigs here.
(3C5A98):e4g5:[:]{04400631}      | You drop the roasted pike.
(000000):e4g5:[I]{04400631}      | It's plain good roasted pike and happily consumed too.
(008000):e4g5:[=]{04400631}      | Burp! Your stomach is full.
(3C5A98):e4g5:[:]{04400631}      | You finish eating some of that roasted pike.
(A80000):e4g5:[!]{04400631}      | You need to sleep! You can't stay awake much longer.
(143270):e4g5:[#]{04400631}      | Things that are here:
(000000):e4g5:[r]{04400631}      | rock
(000000):e4g5:[s]{04400631}      | stone
(A80000):e4g5:[!]{04400631}      | There's a young spruce blocking your way!
(3C5A98):e4g5:[:]{04400631}      | You lay down and fall asleep.
(143270):e4g5:[#]{04400631}      | Zzzz... [HOLD ON]
(3C5A98):e4gf:[:]{04400631}      | You wake up.
(663333):e4gf:[&]{04400631}      | You get back on your feet.
(3C5A98):e4gg:[:]{04400631}      | You are feeling rather warm.
(663333):e4gg:[&]{04400631}      | You are getting hungry.
(663333):e4gg:[&]{04400631}      | You are a bit thirsty.
(143270):e4gg:[#]{04400631}      | You see a harsh de-haired elk-skin here.
(3C5A98):e4gg:[:]{04400631}      | You pick up the harsh de-haired elk-skin.
(000000):e4gg:[I]{04400631}      | It's plain good roasted pike.
(008000):e4gg:[=]{04400631}      | Burp! Your stomach is full.
(3C5A98):e4gg:[:]{04400631}      | You finish eating some of that roasted pike.
(143270):e4gg:[#]{04400631}      | You see a burnt-out fire here.
(000000):e4gg:[T]{04400631}      | The dog withdraws from your way.
(143270):e4gg:[#]{04400631}      | You see 9 spruce twigs here.
(AB5700):e4gg:[+]{04400631}      | Use this command also to unpack your pack animal or pick items from your companion.
(3C5A98):e4gg:[:]{04400631}      | You untie the dog.
(3C5A98):e4gg:[:]{04400631}      | You pick up the rope (dog leash).
(000000):e4gg:[T]{04400631}      | The dog withdraws from your way.
(143270):e4gg:[#]{04400631}      | You see small dog (leashed) here.
(143270):e4gg:[#]{04400631}      | Things that are here:
(000000):e4gg:[r]{04400631}      | rock
(000000):e4gg:[s]{04400631}      | stone
(3C5A98):e4gg:[:]{04400631}      | You pick up the stone.
(143270):e4gg:[#]{04400631}      | You see a stone here.
(3C5A98):e4gg:[:]{04400631}      | You pick up the stone.
(143270):e4gg:[#]{04400630}      | You see a stone here.
(3C5A98):e4gg:[:]{04400630}      | You pick up the stone.
(143270):e4gg:[#]{04410630}      | You see a stone here.
(3C5A98):e4gg:[:]{04410630}      | You pick up the stone.
(143270):e4gg:[#]{04410631}      | You see a stone here.
(3C5A98):e4gg:[:]{04410631}      | You pick up the stone.
(143270):e4gg:[#]{04410630}      | Zooming out ... 
(147870):e4gg:[?]{04410630}      | Drink from the natural source?
(3C5A98):e4gg:[:]{04410630}      | You drink some water.
(008000):e4gg:[=]{04410630}      | Your thirst is extinguished.
(3C5A98):e4gh:[:]{0441062F}      | You are feeling rather warm.
(663333):e4gj:[&]{041D0606}      | You are a bit hungry.
(663333):e4gj:[&]{04110603}      | You are getting hungry.
(3C5A98):e4gk:[:]{04100602}      | You are feeling rather warm.
(663333):e4gk:[&]{04100602}      | You are getting hungry.
(143270):e4gk:[#]{04100606}      | Entering settled area ...
(575757):e4gk:[_]{04100606}      | You can't zoom out directly right now. The area has activity going on.
(575757):e4gk:[_]{04100606}      | Please walk a little further from this location and press [ENTER] again.
(000000):e4gk:[T]{04100606}      | The black grouse seems alert. 
(000000):e4gk:[T]{04100606}      | The black grouse gets some distance.
(AB5700):e4gk:[+]{04100606}      | You swing your arm back preparing to throw the staff.
(143270):e4gk:[#]{04100606}      | Aiming Zone: Body
(000000):e4gk:[Y]{04100606}      | You try to throw your staff at the black grouse.
(000000):e4gk:[Y]{04100606}      | You fail to deliver a steady throw. The staff hits straight on the black grouse but the throw isn't accurate enough to hit a target that size.
(000000):e4gk:[Y]{04100606}      | You narrowly miss the black grouse.
(000000):e4gk:[B]{04100606}      | Black grouse flees.
(AB5700):e4gk:[+]{04100606}      | Use this command also to unpack your pack animal or pick items from your companion.
(3C5A98):e4gk:[:]{04100606}      | You pick up the staff.
(143270):e4gk:[#]{04100605}      | You see a rock here.
(143270):e4gk:[#]{04100605}      | Zooming out ... 
(663333):e4gk:[&]{04110606}      | You are getting hungry.
(143270):e4gk:[#]{04120609}      | There's your settlement at this location.
(143270):e4gk:[#]{04120609}      | Zooming in ... 
(000000):e4gk:[Y]{04120609}      | You have come at your settlement and enter the familiar and cosy courtyard.You take a closer look at this area.
(A80000):e4gk:[!]{04120609}      | There's a rowan blocking your way!
(143270):e4gk:[#]{04120609}      | LEASHING OPTIONS: Tie to a tree
(3C5A98):e4gk:[:]{04120609}      | The dog is now tied to the rowan.
(A80000):e4gk:[!]{04120609}      | There's a rowan blocking your way!
(000000):e4gk:[P]{04130609}      | Prepared soil
(A80000):e4gk:[!]{04130609}      | There's a big rock blocking your way!
(143270):e4gk:[#]{04130609}      | You see a rock here.
(A80000):e4gk:[!]{04130609}      | There's a big rock blocking your way!
(143270):e4gk:[#]{04130609}      | You see a stone here.
(3C5A98):e4gk:[:]{04130609}      | You pick up the stone.
(143270):e4gk:[#]{04130609}      | You see a stone here.
(3C5A98):e4gk:[:]{04130609}      | You pick up the stone.
(143270):e4gk:[#]{04120608}      | You see a stone here.
(3C5A98):e4gk:[:]{04120608}      | You pick up the stone.
(143270):e4gk:[#]{04120608}      | You see a stone here.
(3C5A98):e4gk:[:]{04120608}      | You pick up the stone.
(663333):e4gk:[&]{04120608}      | You are hungry.
(143270):e4gk:[#]{04120608}      | You see a stone here.
(3C5A98):e4gk:[:]{04120608}      | You pick up the stone.
(143270):e4gk:[#]{04120609}      | You see a branch here.
(143270):e4gk:[#]{04120609}      | Dog can not reach you and will be left behind.
(147870):e4gk:[?]{04120609}      | Are you sure you want to exit?
(143270):e4gk:[#]{04120609}      | Zooming out ... 
(143270):e4gk:[#]{04100609}      | Zooming in ... 
(143270):e4gk:[#]{040F0609}      | You see a rock here.
(A80000):e4gk:[!]{040E0609}      | There's a big rock blocking your way!
(143270):e4gk:[#]{040E0609}      | Things that are here:
(000000):e4gk:[r]{040E0609}      | rock
(000000):e4gk:[s]{040E0609}      | stone
(A80000):e4gk:[!]{040E0609}      | There's a big rock blocking your way!
(A80000):e4gk:[!]{040D0609}      | There's a rowan blocking your way!
(143270):e4gk:[#]{040D0609}      | Zooming out ... 
(000000):e4gk:[I]{0410060D}      | It's plain good roasted pike and happily consumed too.
(3C5A98):e4gl:[:]{0410060D}      | You are feeling rather warm.
(008000):e4gl:[=]{0410060D}      | Burp! Your stomach is full.
(3C5A98):e4gl:[:]{0410060D}      | You finish eating some of that roasted pike.
(143270):e4gl:[#]{0412060D}      | Zooming in ... 
(000000):e4gl:[T]{0412060D}      | There is pine mire here and you take a closer look at this area.
(143270):e4gl:[#]{0412060D}      | You see 2 growing unfamiliar berry shrubs here.
(143270):e4gl:[#]{0412060D}      | You see 2 growing unfamiliar berry shrubs here.
(143270):e4gl:[#]{0412060D}      | Using: HERBLORE
(000000):e4gl:[Y]{0412060D}      | You do not recognize what the unfamiliar berry shrub might be.
(143270):e4gl:[#]{0412060D}      | Using: HIDEWORKING
(143270):e4gl:[#]{0412060D}      | Hidework option: Tan the skin
(143270):e4gl:[#]{0412060D}      | Tanning process now requires you to soak the skin.
(147870):e4gl:[?]{0412060D}      | (1) You need place for soaking.
(575757):e4gl:[_]{0412060D}      | (You need to be by open water for a proper soaking.)
